Age,Special,Potential,Wage,General,GK,Position,Class
25,1792,81,22.0,62.3448275862069,10.4,CM,0
28,1834,76,23.0,63.62068965517241,13.6,ST,0
24,1926,81,18.0,66.93103448275862,10.4,LB,0
26,1932,77,19.0,66.89655172413794,11.4,RW,0
22,1893,82,48.0,65.86206896551724,9.6,RW,0
23,1911,79,12.0,67.13793103448276,8.6,RM,0
27,1890,76,34.0,65.20689655172414,13.2,RM,0
31,1914,76,16.0,66.44827586206897,12.2,LCM,0
29,1767,76,32.0,62.172413793103445,8.2,ST,0
30,1898,76,31.0,66.13793103448276,11.6,ST,0
25,1774,80,48.0,61.793103448275865,9.8,RCB,0
25,2033,77,54.0,70.55172413793103,11.2,LB,0
33,2042,76,24.0,71.10344827586206,11.2,CM,0
30,1488,76,24.0,51.827586206896555,10.4,CB,0
33,2048,76,30.0,71.44827586206897,10.8,LDM,0
24,1719,79,20.0,59.724137931034484,9.6,LCM,0
25,1798,79,59.0,62.689655172413794,10.8,LM,0
25,1835,78,85.0,63.724137931034484,11.4,RS,0
24,2035,81,16.0,70.34482758620689,12.4,ST,0
26,1600,79,36.0,55.58620689655172,11.8,RCB,0
23,1759,83,41.0,61.13793103448276,12.4,LCB,0
27,1977,77,40.0,69.03448275862068,9.8,CDM,0
20,2058,86,10.0,72.17241379310344,9.0,RCM,0
23,1981,83,24.0,69.3103448275862,9.4,CDM,0
20,1920,85,8.0,66.6896551724138,11.0,CDM,0
28,1946,76,55.0,68.17241379310344,9.4,ST,0
29,1830,76,13.0,63.55172413793103,10.8,ST,0
28,1594,76,13.0,55.793103448275865,9.2,CB,0
22,1908,82,22.0,65.72413793103448,13.4,ST,0
24,1971,80,41.0,68.86206896551724,8.6,LB,0
22,1866,83,61.0,64.75862068965517,12.0,RM,0
30,1973,76,1.0,68.75862068965517,10.2,ST,0
28,1967,76,51.0,68.06896551724138,12.0,CM,0
24,1808,80,1.0,62.6551724137931,12.6,CAM,0
27,2058,77,54.0,71.24137931034483,13.2,RCM,0
29,1940,76,25.0,67.62068965517241,10.8,CDM,0
22,2028,85,23.0,70.41379310344827,12.2,RM,0
21,1927,81,15.0,67.0,9.8,LM,0
29,1980,76,50.0,68.62068965517241,12.4,LB,0
31,2048,76,19.0,72.79310344827586,2.0,CDM,0
28,1864,76,55.0,65.06896551724138,10.4,ST,0
29,1845,76,23.0,64.37931034482759,10.4,LM,0
23,1896,84,21.0,66.20689655172414,8.8,LCB,0
31,1883,76,27.0,65.86206896551724,10.2,RM,0
26,2009,77,47.0,69.62068965517241,11.4,RB,0
22,2025,82,15.0,70.65517241379311,9.4,CM,0
24,1911,81,42.0,66.44827586206897,11.4,CF,0
31,1698,76,1.0,59.3448275862069,9.2,ST,0
25,2045,79,40.0,71.03448275862068,12.6,LM,0
26,1977,77,26.0,68.86206896551724,11.2,RDM,0
28,1802,76,17.0,62.89655172413793,10.6,CAM,0
29,1836,76,12.0,63.689655172413794,11.8,LCM,0
23,2018,83,71.0,69.93103448275862,12.8,RCM,0
27,1547,78,45.0,53.793103448275865,11.4,LCB,0
30,1939,76,15.0,67.20689655172414,14.0,ST,0
30,1977,76,66.0,68.79310344827586,11.8,RM,0
23,1864,83,12.0,65.06896551724138,10.8,CAM,0
25,1714,81,1.0,59.275862068965516,12.6,CB,0
27,1977,76,47.0,68.58620689655173,12.4,LB,0
23,1836,81,37.0,64.93103448275862,4.4,LW,0
32,2029,76,24.0,70.62068965517241,11.0,LB,0
20,1572,85,37.0,55.0,9.4,LCB,0
33,1868,76,4.0,64.93103448275862,11.4,CAM,0
31,2009,76,66.0,70.06896551724138,10.8,RCM,0
22,1866,83,25.0,65.17241379310344,9.6,RW,0
27,1762,76,53.0,61.6551724137931,8.8,ST,0
31,2070,76,17.0,72.65517241379311,8.6,RM,0
30,2040,76,46.0,70.62068965517241,12.8,RW,0
26,1907,77,20.0,66.13793103448276,10.0,RM,0
31,1789,76,21.0,62.310344827586206,10.8,RCB,0
27,1791,77,28.0,62.44827586206897,10.8,ST,0
30,1920,76,25.0,66.62068965517241,12.2,RB,0
34,1889,76,25.0,66.03448275862068,10.8,RDM,0
22,2015,85,20.0,70.48275862068965,10.0,RCM,0
27,1986,76,32.0,69.48275862068965,8.2,CM,0
26,1704,80,18.0,59.55172413793103,9.2,LCB,0
24,1878,79,44.0,65.86206896551724,8.4,LW,0
27,1996,76,1.0,69.93103448275862,8.0,CAM,0
25,1885,79,46.0,65.82758620689656,11.8,CAM,0
26,1944,77,43.0,67.6896551724138,10.2,RM,0
27,1779,76,33.0,62.06896551724138,11.0,ST,0
27,2017,76,19.0,69.72413793103448,13.2,CAM,0
29,2010,76,46.0,70.41379310344827,9.8,LCM,0
21,1855,86,56.0,64.75862068965517,9.4,ST,0
23,1818,84,26.0,63.48275862068966,10.0,RM,0
22,1938,83,12.0,67.3103448275862,13.2,RM,0
27,1941,76,23.0,67.62068965517241,10.6,RM,0
28,1955,76,55.0,68.06896551724138,10.8,CAM,0
24,1695,83,18.0,59.03448275862069,10.6,CB,0
34,1891,76,12.0,66.65517241379311,8.0,CAM,0
25,1810,80,26.0,62.48275862068966,12.8,RCB,0
27,1745,78,84.0,60.3448275862069,10.6,CB,0
23,1954,80,24.0,67.89655172413794,11.0,RDM,0
31,1866,76,9.0,65.17241379310344,11.0,CAM,0
27,1941,77,26.0,66.89655172413794,13.4,LB,0
26,2005,77,21.0,69.96551724137932,9.2,CAM,0
33,1911,76,61.0,66.62068965517241,11.0,ST,0
28,1957,76,34.0,69.20689655172414,5.0,LCM,0
19,2078,86,6.0,72.65517241379311,9.0,RCM,0
28,1949,76,88.0,68.48275862068965,7.8,LB,0
23,1934,81,38.0,67.24137931034483,10.4,CDM,0
24,2037,82,37.0,70.75862068965517,11.0,RCM,0
28,2059,76,1.0,71.55172413793103,11.6,CM,0
33,1926,76,16.0,67.24137931034483,10.0,LM,0
33,1624,76,16.0,57.689655172413794,5.0,LCB,0
26,2049,79,15.0,71.13793103448276,10.6,CM,0
27,2035,76,26.0,70.72413793103448,12.0,RDM,0
22,1776,81,18.0,61.51724137931034,11.2,LB,0
28,1907,76,30.0,66.65517241379311,10.2,CF,0
31,1679,76,18.0,58.58620689655172,10.2,LCB,0
24,1935,79,13.0,67.44827586206897,11.8,CF,0
27,2066,76,44.0,72.0,9.0,LB,0
24,1964,79,31.0,68.55172413793103,10.2,LCM,0
20,1816,85,15.0,63.51724137931034,10.2,ST,0
30,1682,76,13.0,58.206896551724135,13.0,RCB,0
24,1948,80,42.0,67.6896551724138,11.2,ST,0
26,1603,81,36.0,56.13793103448276,10.2,RCB,0
28,1818,76,17.0,63.44827586206897,11.6,ST,0
33,2049,76,40.0,71.48275862068965,10.8,RB,0
34,1880,76,48.0,65.37931034482759,10.6,CB,0
27,1922,76,20.0,67.0,10.6,LM,0
26,1927,79,30.0,66.86206896551724,12.0,LS,0
29,1868,76,23.0,64.79310344827586,11.8,LB,0
26,1785,76,30.0,62.310344827586206,10.6,RCB,0
22,1966,84,71.0,68.20689655172414,12.8,LM,0
26,1932,79,21.0,66.93103448275862,13.4,CDM,0
27,1958,76,76.0,68.65517241379311,8.6,LW,0
20,1772,87,22.0,62.0,9.8,RM,0
28,1749,77,42.0,60.62068965517241,11.8,CB,0
29,1768,76,25.0,61.724137931034484,9.6,LS,0
28,2005,76,60.0,69.44827586206897,12.2,RM,0
27,1851,77,53.0,64.17241379310344,12.2,ST,0
32,2102,76,16.0,72.82758620689656,13.2,LDM,0
25,2035,78,23.0,71.13793103448276,8.8,RB,0
26,1920,77,1.0,67.10344827586206,10.2,RM,0
27,1958,76,40.0,67.6896551724138,13.2,CAM,0
27,1764,77,34.0,61.03448275862069,12.0,LCB,0
30,1892,76,62.0,66.10344827586206,10.2,ST,0
29,2182,76,41.0,76.06896551724138,10.6,LB,0
31,1612,76,1.0,56.48275862068966,8.2,LCB,0
29,1991,76,12.0,69.3103448275862,9.8,CDM,0
28,1827,76,20.0,63.3448275862069,12.4,ST,0
30,1789,76,30.0,61.793103448275865,12.4,ST,0
26,2084,76,30.0,72.41379310344827,11.6,LCM,0
25,1866,77,38.0,65.3103448275862,8.0,RM,0
28,1914,77,31.0,66.58620689655173,10.8,RCB,0
28,2097,77,25.0,72.6896551724138,11.6,CAM,0
26,2048,76,13.0,70.72413793103448,12.6,RDM,0
26,2072,77,29.0,72.0,12.0,LM,0
28,1611,78,25.0,55.93103448275862,10.6,CB,0
25,1895,79,46.0,65.89655172413794,11.8,ST,0
28,1850,76,10.0,64.03448275862068,12.6,ST,0
24,1840,81,24.0,63.827586206896555,12.2,RS,0
30,1825,76,34.0,63.275862068965516,11.8,RCB,0
30,1529,76,13.0,52.6551724137931,13.8,RCB,0
23,1810,81,20.0,62.48275862068966,11.8,RM,0
30,1917,76,9.0,66.62068965517241,10.0,LF,0
26,2083,79,28.0,72.48275862068965,11.2,RDM,0
29,2073,76,25.0,71.89655172413794,11.2,RB,0
27,1931,78,18.0,66.96551724137932,12.2,RDM,0
28,1928,76,29.0,67.27586206896552,11.4,CAM,0
27,1941,77,1.0,68.0,8.6,LW,0
25,1720,80,20.0,60.13793103448276,8.8,ST,0
35,1887,76,40.0,66.06896551724138,9.4,LW,0
31,1817,76,19.0,62.6551724137931,11.2,LCB,0
22,1812,83,40.0,62.689655172413794,12.0,LB,0
25,1550,81,10.0,54.13793103448276,11.0,LCB,0
32,1959,76,41.0,68.75862068965517,8.2,ST,0
30,1758,76,24.0,61.241379310344826,10.8,RCB,0
26,1979,76,31.0,69.06896551724138,9.0,ST,0
29,1984,76,22.0,68.96551724137932,10.8,LCM,0
30,1588,76,21.0,55.37931034482759,11.0,LCB,0
30,1727,76,20.0,59.89655172413793,12.0,RCB,0
26,1980,77,32.0,68.96551724137932,11.0,ST,0
28,1631,76,31.0,56.206896551724135,12.8,LCB,0
26,1843,77,16.0,64.62068965517241,8.6,RB,0
26,1981,76,44.0,68.93103448275862,11.0,RM,0
24,1994,80,12.0,68.96551724137932,12.0,LB,0
31,1778,76,1.0,61.48275862068966,12.8,LCB,0
21,1809,85,43.0,63.310344827586206,9.8,ST,0
28,1969,76,55.0,68.55172413793103,10.8,ST,0
26,1932,77,25.0,67.03448275862068,12.2,CAM,0
22,1906,81,13.0,66.17241379310344,10.8,RB,0
29,2025,76,25.0,70.17241379310344,11.8,CAM,0
23,1727,81,25.0,61.41379310344828,3.4,RS,0
23,1806,83,105.0,62.6551724137931,10.2,ST,0
25,1764,82,23.0,61.41379310344828,11.2,LCB,0
28,2055,76,44.0,72.03448275862068,9.8,RDM,0
28,1894,76,21.0,65.82758620689656,11.0,ST,0
26,1964,77,12.0,68.79310344827586,8.2,RB,0
28,1923,76,19.0,67.0,9.2,RM,0
30,1906,76,10.0,66.55172413793103,10.2,CAM,0
22,1982,81,38.0,69.0,10.0,RCM,0
29,1777,76,23.0,61.86206896551724,11.2,ST,0
32,2103,76,1.0,72.89655172413794,12.2,LB,0
33,1807,76,32.0,63.13793103448276,9.6,ST,0
31,1963,76,14.0,68.6896551724138,9.4,LB,0
21,1849,86,24.0,64.72413793103448,9.0,ST,0
26,1919,77,53.0,66.82758620689656,10.2,LW,0
24,1579,80,25.0,55.41379310344828,8.0,RCB,0
30,1559,76,47.0,53.89655172413793,13.0,CB,0
22,1643,81,25.0,56.310344827586206,13.8,RCB,0
22,1922,83,16.0,66.89655172413794,10.8,RB,0
27,1662,78,38.0,58.275862068965516,8.2,RCB,0
29,1936,76,18.0,67.27586206896552,12.2,CDM,0
26,1598,80,1.0,55.55172413793103,12.4,CB,0
31,1781,76,23.0,62.206896551724135,11.0,RCB,0
21,1924,85,17.0,67.41379310344827,8.8,LM,0
32,1941,76,53.0,67.34482758620689,13.0,RB,0
34,2058,76,1.0,71.79310344827586,10.8,LB,0
32,1632,76,21.0,57.10344827586207,9.4,CB,0
30,2041,76,32.0,71.20689655172414,9.2,RCM,0
30,1743,76,23.0,60.827586206896555,11.2,LS,0
29,1899,76,16.0,66.03448275862068,10.8,LM,0
27,1998,77,44.0,68.96551724137932,12.8,RB,0
27,1963,79,26.0,68.27586206896552,10.4,CM,0
33,2001,76,1.0,69.86206896551724,9.4,RW,0
27,1943,76,51.0,67.86206896551724,9.4,RB,0
29,2105,76,1.0,73.27586206896552,10.8,LDM,0
29,2018,76,46.0,70.27586206896552,11.4,RCM,0
31,1967,76,17.0,68.10344827586206,12.0,RB,0
26,1862,78,35.0,64.93103448275862,10.4,ST,0
26,1986,77,19.0,68.75862068965517,13.2,LF,0
21,1875,87,17.0,65.27586206896552,10.4,CDM,0
22,1649,83,21.0,57.3448275862069,11.8,RCB,0
24,2073,79,25.0,72.0,11.2,LB,0
31,1904,76,48.0,66.41379310344827,11.0,RM,0
29,2059,76,24.0,70.79310344827586,14.6,RB,0
25,1967,78,42.0,68.55172413793103,9.8,LB,0
24,1720,80,21.0,59.86206896551724,10.4,CB,0
25,1890,77,16.0,65.48275862068965,10.6,RM,0
22,2017,82,19.0,70.24137931034483,11.4,CM,0
28,2036,76,63.0,70.89655172413794,10.2,LB,0
22,1999,81,34.0,69.3103448275862,11.4,LM,0
33,1605,76,38.0,56.06896551724138,10.2,CB,0
28,1957,76,46.0,68.13793103448276,10.6,LCM,0
30,1850,76,12.0,64.03448275862068,11.4,ST,0
24,1972,83,20.0,68.55172413793103,10.6,RM,0
28,2014,76,20.0,70.13793103448276,11.2,LCM,0
22,1799,84,18.0,62.86206896551724,10.2,LCM,0
24,1855,79,1.0,64.27586206896552,12.6,LM,0
28,1864,76,30.0,64.75862068965517,12.2,LM,0
26,1935,76,48.0,67.62068965517241,9.6,RM,0
30,1782,76,1.0,61.96551724137931,10.6,LCB,0
33,1878,76,17.0,65.72413793103448,9.6,LS,0
24,2057,81,33.0,71.62068965517241,8.8,LB,0
31,2007,76,29.0,70.06896551724138,11.2,CDM,0
31,1962,76,16.0,67.93103448275862,13.0,RCM,0
30,1867,76,26.0,64.41379310344827,11.8,LWB,0
21,1992,86,32.0,69.10344827586206,12.4,LB,0
24,1704,81,1.0,59.03448275862069,11.8,RCB,0
27,1947,76,36.0,67.27586206896552,13.6,RM,0
26,1927,77,19.0,66.96551724137932,11.4,RB,0
26,1870,77,30.0,65.17241379310344,10.6,LS,0
33,1976,76,60.0,69.0,10.2,RB,0
30,2105,76,25.0,73.44827586206897,11.0,LB,0
21,1607,83,11.0,56.206896551724135,9.2,CB,0
30,1941,76,10.0,67.41379310344827,11.4,CDM,0
24,1832,81,28.0,63.55172413793103,11.0,RM,0
25,1904,79,40.0,65.86206896551724,12.4,CAM,0
31,1989,76,1.0,69.37931034482759,9.8,RM,0
30,1936,76,48.0,69.34482758620689,1.0,RM,0
24,1709,80,34.0,59.13793103448276,11.4,LCB,0
22,1694,83,64.0,59.0,12.4,CB,0
30,2001,76,15.0,70.10344827586206,10.2,ST,0
25,1905,77,15.0,66.27586206896552,12.2,RM,0
30,1934,76,20.0,67.93103448275862,8.8,LCM,0
24,1525,80,18.0,52.93103448275862,10.4,CB,0
24,1889,80,18.0,65.93103448275862,10.4,CAM,0
21,1957,83,22.0,68.37931034482759,9.4,RM,0
28,2023,76,39.0,70.55172413793103,10.8,LCM,0
28,1874,77,28.0,65.0,11.2,RDM,0
26,1643,77,24.0,57.241379310344826,11.6,RCB,0
23,1967,83,28.0,68.44827586206897,10.4,CM,0
20,1662,84,26.0,58.03448275862069,9.8,CB,0
25,1802,79,18.0,62.827586206896555,10.2,ST,0
31,1917,76,21.0,66.75862068965517,8.6,RWB,0
31,1941,76,30.0,67.41379310344827,11.8,RM,0
28,2014,76,22.0,69.93103448275862,12.0,LM,0
30,1772,76,35.0,61.724137931034484,11.4,ST,0
30,1688,76,24.0,58.58620689655172,11.4,CB,0
30,1691,76,20.0,58.827586206896555,10.4,LCB,0
20,1801,84,33.0,63.03448275862069,8.2,LW,0
33,1970,76,20.0,68.75862068965517,9.6,LS,0
22,1783,83,50.0,61.86206896551724,10.2,LM,0
23,1937,83,75.0,67.58620689655173,9.4,LW,0
22,1860,81,18.0,64.41379310344827,11.0,RCM,0
21,1795,88,38.0,62.51724137931034,12.0,CAM,0
31,1955,76,24.0,68.20689655172414,9.6,RB,0
20,2042,84,46.0,71.41379310344827,8.6,CM,0
32,1954,76,51.0,67.79310344827586,12.0,RDM,0
32,2060,76,1.0,71.6896551724138,11.0,RB,0
25,1844,77,28.0,63.827586206896555,11.2,LW,0
21,1952,84,36.0,67.93103448275862,11.2,LB,0
34,1961,76,13.0,68.10344827586206,11.6,RB,0
24,1988,81,28.0,69.51724137931035,9.2,RCM,0
23,1942,81,13.0,68.06896551724138,8.6,RM,0
31,1883,76,28.0,65.3103448275862,10.8,RM,0
25,1615,81,28.0,56.3448275862069,9.8,LCB,0
24,1908,83,44.0,66.65517241379311,9.8,LDM,0
32,1894,76,23.0,66.20689655172414,9.4,LB,0
26,1832,78,25.0,63.55172413793103,10.8,RS,0
25,1858,79,23.0,65.17241379310344,9.4,RW,0
30,1922,76,51.0,66.89655172413794,11.0,ST,0
30,2051,76,8.0,70.96551724137932,13.8,CDM,0
25,1913,79,17.0,66.62068965517241,12.0,CAM,0
32,1826,76,15.0,64.17241379310344,9.0,ST,0
31,2054,76,23.0,71.24137931034483,12.4,CM,0
29,2056,76,31.0,71.62068965517241,10.8,LWB,0
33,1935,76,19.0,67.13793103448276,12.4,LDM,0
24,1977,81,34.0,68.89655172413794,10.2,RB,0
30,1996,76,22.0,69.3103448275862,12.4,LCM,0
22,1875,82,20.0,65.34482758620689,10.8,LM,0
30,1651,76,16.0,57.758620689655174,10.0,RCB,0
28,1921,77,12.0,66.34482758620689,13.4,CDM,0
28,1741,76,32.0,61.206896551724135,6.8,RCB,0
23,1928,80,8.0,67.20689655172414,10.6,CAM,0
27,1661,78,21.0,57.793103448275865,10.4,RCB,0
25,1962,80,11.0,67.58620689655173,14.2,RM,0
27,1878,76,10.0,65.51724137931035,10.6,ST,0
29,1889,76,42.0,65.75862068965517,10.4,CM,0
27,2017,76,16.0,70.3103448275862,10.4,LCM,0
23,1835,82,18.0,63.89655172413793,9.6,LCB,0
32,2011,76,8.0,69.93103448275862,12.0,RDM,0
28,1800,77,25.0,62.3448275862069,13.0,CB,0
28,2055,76,69.0,71.3103448275862,11.4,RM,0
27,2020,77,44.0,70.34482758620689,10.6,RCM,0
25,1965,80,49.0,68.06896551724138,11.0,LB,0
34,1982,76,25.0,68.82758620689656,12.4,CAM,0
22,2096,82,27.0,73.03448275862068,10.4,CM,0
33,1535,75,13.0,53.93103448275862,7.8,LCB,0
23,1974,82,22.0,68.86206896551724,9.4,RCM,0
26,1613,78,13.0,55.44827586206897,12.8,LCB,0
25,2029,78,13.0,70.34482758620689,12.0,RB,0
25,1612,78,36.0,55.793103448275865,12.2,CB,0
24,2015,78,13.0,70.17241379310344,11.4,CM,0
22,1852,80,19.0,63.96551724137931,10.4,RM,0
24,1910,81,19.0,66.0,11.8,LM,0
21,1482,83,14.0,51.310344827586206,10.0,CB,0
24,1935,78,31.0,67.17241379310344,10.8,CM,0
30,1992,75,21.0,69.58620689655173,9.6,LM,0
24,1921,82,13.0,67.10344827586206,9.8,CAM,0
28,1779,75,55.0,62.275862068965516,8.0,RM,0
23,2004,80,21.0,69.82758620689656,11.8,CM,0
28,1910,75,1.0,66.41379310344827,10.8,RM,0
23,1628,78,11.0,56.93103448275862,8.6,CB,0
26,1841,75,31.0,64.17241379310344,11.2,LAM,0
26,1767,76,11.0,61.62068965517241,9.8,ST,0
25,1990,76,23.0,69.0,12.4,LM,0
24,1470,79,17.0,51.206896551724135,10.8,LCB,0
27,1941,76,53.0,67.72413793103448,10.6,ST,0
27,1795,77,1.0,62.06896551724138,12.4,LCB,0
30,1955,75,21.0,68.17241379310344,10.2,CAM,0
24,2018,79,49.0,70.79310344827586,7.8,LB,0
32,1606,75,35.0,55.86206896551724,11.8,CB,0
30,1968,75,9.0,68.48275862068965,10.2,CDM,0
31,1868,75,1.0,64.93103448275862,11.4,CDM,0
27,1909,75,1.0,66.86206896551724,9.2,LDM,0
32,1907,75,13.0,66.6896551724138,10.4,CM,0
22,1774,82,10.0,62.310344827586206,9.2,CDM,0
30,1911,75,20.0,66.58620689655173,9.8,LB,0
29,1728,75,12.0,59.96551724137931,11.2,CDM,0
28,1850,75,51.0,64.58620689655173,11.6,ST,0
33,1909,75,10.0,66.58620689655173,9.8,LM,0
29,1925,75,18.0,67.10344827586206,9.4,CAM,0
26,1882,76,28.0,65.34482758620689,12.2,RB,0
27,1969,75,9.0,68.55172413793103,10.4,LCM,0
22,1785,81,14.0,61.89655172413793,11.6,LM,0
29,1880,75,10.0,65.72413793103448,8.6,RCB,0
30,1751,75,38.0,60.96551724137931,9.8,CB,0
22,1953,81,43.0,67.96551724137932,11.6,CM,0
29,1934,75,15.0,67.44827586206897,10.4,CAM,0
29,1860,75,28.0,64.72413793103448,11.6,CAM,0
28,1749,75,1.0,60.55172413793103,11.4,LCB,0
26,1885,76,16.0,65.58620689655173,10.8,LM,0
34,1884,75,21.0,65.79310344827586,9.2,CAM,0
21,1666,83,86.0,57.827586206896555,10.2,ST,0
32,1942,75,12.0,67.51724137931035,10.6,LM,0
30,1874,75,23.0,64.41379310344827,13.4,RW,0
22,2041,82,25.0,71.24137931034483,11.0,CM,0
29,2007,75,26.0,70.06896551724138,10.0,CDM,0
26,2060,77,46.0,71.86206896551724,10.0,CM,0
20,1971,81,29.0,68.51724137931035,10.2,CM,0
28,1875,75,10.0,65.37931034482759,10.4,LB,0
25,1901,78,26.0,66.34482758620689,9.8,LM,0
27,1934,76,53.0,67.41379310344827,9.8,CAM,0
33,1826,75,8.0,63.310344827586206,11.2,CDM,0
31,2060,75,20.0,71.3103448275862,12.4,LM,0
32,1921,75,23.0,67.20689655172414,10.6,RB,0
34,1859,75,18.0,64.6896551724138,11.0,CAM,0
29,1671,75,17.0,58.03448275862069,11.8,ST,0
30,1989,75,18.0,68.72413793103448,13.6,CM,0
26,1798,78,35.0,62.10344827586207,13.6,CB,0
29,1588,75,24.0,55.241379310344826,10.6,CB,0
21,1592,85,13.0,55.41379310344828,9.2,CB,0
20,1833,85,1.0,63.44827586206897,13.2,CAM,0
29,1896,75,31.0,66.3103448275862,9.2,ST,0
27,1920,76,21.0,66.86206896551724,9.6,LDM,0
27,1774,76,46.0,61.93103448275862,9.6,RS,0
27,1967,75,42.0,68.10344827586206,12.0,LB,0
26,1431,79,40.0,49.96551724137931,10.0,LCB,0
26,2034,76,18.0,70.58620689655173,11.4,RM,0
31,1656,75,20.0,57.724137931034484,10.6,RCB,0
27,2052,76,38.0,72.06896551724138,7.8,CDM,0
26,1705,78,20.0,59.758620689655174,8.6,LCB,0
26,2012,77,42.0,69.65517241379311,11.8,RCM,0
27,1950,75,1.0,68.20689655172414,9.4,RS,0
24,1899,78,54.0,65.48275862068965,12.4,LW,0
23,1661,81,17.0,57.793103448275865,10.2,CB,0
26,1964,75,13.0,67.86206896551724,12.8,LB,0
24,1830,81,54.0,63.793103448275865,10.0,RW,0
26,1878,77,38.0,65.06896551724138,12.0,RWB,0
23,1948,79,61.0,67.86206896551724,10.4,LB,0
27,1817,75,30.0,63.03448275862069,11.2,LM,0
32,2088,75,50.0,72.0,14.0,LB,0
31,1951,75,21.0,67.89655172413794,10.0,RDM,0
29,2079,75,24.0,72.24137931034483,12.0,RDM,0
28,2049,75,21.0,71.20689655172414,10.2,RWB,0
29,1949,75,11.0,67.93103448275862,11.2,LCM,0
26,2010,76,22.0,69.51724137931035,12.0,LB,0
33,1699,75,13.0,60.41379310344828,3.8,RCB,0
28,1884,75,22.0,65.06896551724138,12.8,RM,0
35,1392,75,11.0,48.827586206896555,9.8,CB,0
29,1575,75,5.0,54.96551724137931,9.4,LCB,0
27,1825,76,31.0,62.96551724137931,14.0,ST,0
29,1830,75,6.0,63.55172413793103,12.8,LM,0
30,1993,75,14.0,69.0,13.0,RCM,0
28,1826,75,24.0,64.24137931034483,8.6,LCB,0
23,1857,80,18.0,64.27586206896552,12.2,RM,0
26,1968,75,19.0,68.06896551724138,13.4,RDM,0
33,2025,75,9.0,70.37931034482759,12.8,RCM,0
23,1939,83,43.0,67.44827586206897,9.8,CM,0
25,1841,76,36.0,64.20689655172414,9.4,LM,0
31,2038,75,37.0,71.06896551724138,9.0,LWB,0
32,1962,75,59.0,68.58620689655173,8.4,CF,0
35,1936,75,5.0,67.79310344827586,10.2,LM,0
34,2035,75,26.0,71.41379310344827,8.4,LWB,0
22,2020,83,30.0,70.20689655172414,11.2,RDM,0
30,1905,75,1.0,66.3103448275862,11.6,LM,0
29,1959,75,16.0,68.03448275862068,12.2,RCM,0
24,1761,79,36.0,61.06896551724138,11.6,LM,0
29,1698,76,18.0,59.3448275862069,9.2,RCB,0
30,1905,75,27.0,66.27586206896552,11.6,CDM,0
27,2102,75,25.0,73.06896551724138,11.2,CM,0
25,1801,80,11.0,61.93103448275862,13.0,RDM,0
23,1940,81,19.0,67.3103448275862,10.8,RM,0
24,1907,79,36.0,65.96551724137932,12.8,CDM,0
26,1768,75,22.0,61.3448275862069,12.0,RAM,0
26,1835,76,38.0,63.3448275862069,12.6,LB,0
23,1913,79,8.0,66.58620689655173,10.2,RM,0
20,1857,83,17.0,64.65517241379311,10.8,RB,0
34,1863,75,29.0,64.82758620689656,10.0,LW,0
27,1814,75,1.0,63.62068965517241,8.6,LS,0
26,1879,75,17.0,64.75862068965517,15.2,CAM,0
30,2018,75,17.0,69.72413793103448,13.0,CM,0
29,1554,75,24.0,54.62068965517241,7.6,CB,0
24,2044,79,12.0,71.13793103448276,11.8,CM,0
27,2016,78,8.0,70.55172413793103,8.0,CDM,0
27,2120,75,40.0,74.13793103448276,9.4,CM,0
23,1881,83,8.0,65.55172413793103,10.2,CAM,0
26,1838,75,18.0,63.48275862068966,12.8,CAM,0
26,1786,76,56.0,61.93103448275862,10.8,LM,0
30,1806,75,9.0,63.0,10.6,ST,0
29,2046,75,15.0,71.27586206896552,10.8,RM,0
25,1627,80,35.0,56.37931034482759,12.2,CB,0
29,1775,75,26.0,61.62068965517241,10.0,RDM,0
23,1798,80,42.0,62.44827586206897,11.0,LB,0
21,1844,82,39.0,64.51724137931035,9.0,RM,0
24,1871,79,40.0,65.48275862068965,9.6,ST,0
27,1662,78,1.0,57.689655172413794,13.2,RCB,0
34,1917,75,56.0,66.96551724137932,11.0,LS,0
29,1936,75,32.0,66.79310344827586,13.2,LS,0
34,1838,75,48.0,64.0,11.2,CB,0
32,1907,75,43.0,66.27586206896552,11.6,LDM,0
27,1919,75,24.0,66.62068965517241,12.0,RM,0
30,2070,75,37.0,71.65517241379311,12.8,RM,0
20,2015,85,27.0,70.37931034482759,9.2,LB,0
33,1649,75,22.0,57.48275862068966,9.6,LCB,0
31,1832,75,13.0,63.827586206896555,10.2,CDM,0
26,1830,76,42.0,63.172413793103445,10.6,LB,0
30,1759,75,13.0,61.10344827586207,10.4,RCB,0
21,1746,87,21.0,61.06896551724138,9.6,ST,0
25,1893,76,44.0,65.58620689655173,12.0,RM,0
27,1972,77,1.0,68.75862068965517,10.0,RDM,0
23,1856,80,58.0,64.6896551724138,10.0,LM,0
25,2043,78,16.0,70.86206896551724,12.6,CDM,0
26,1761,75,23.0,61.3448275862069,10.2,LCB,0
24,1552,81,14.0,53.689655172413794,12.0,LCB,0
23,1884,79,45.0,65.48275862068965,11.6,LM,0
26,1975,76,20.0,68.65517241379311,11.4,RCM,0
26,1895,77,30.0,65.65517241379311,12.2,RCB,0
27,1971,76,1.0,67.82758620689656,13.8,LWB,0
30,1935,75,1.0,67.44827586206897,9.8,RB,0
30,1943,75,13.0,68.24137931034483,8.8,LCB,0
