ID,Age,Nationality,Potential,Club,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,General,GK
185172,28,Italy,71,Pescara,3.0,1043,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2016.0,2019.0,75.0,174.0,2600.0,26.20689655172414,69.0
219736,23,United States,77,Club Brugge KV,9.0,1123,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,77.0,190.0,4000.0,27.75862068965517,69.8
222562,23,Iceland,79,Dijon FCO,6.0,1122,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,73.0,168.0,5700.0,27.82758620689655,71.4
194916,33,Portugal,71,GD Chaves,5.0,1066,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,74.0,179.0,2500.0,26.17241379310345,69.6
197233,26,Senegal,75,Stade Rennais FC,14.0,1123,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2009.0,2019.0,75.0,181.0,4200.0,28.413793103448278,69.2
232562,23,Japan,77,Kashiwa Reysol,5.0,1064,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2021.0,73.0,181.0,3400.0,26.17241379310345,69.0
216692,38,Argentina,71,San Lorenzo de Almagro,6.0,1124,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2013.0,2023.0,72.0,185.0,240.0,27.93103448275862,70.0
202873,27,Germany,72,1. FC Heidenheim 1846,7.0,1091,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2015.0,2020.0,75.0,198.0,3000.0,27.655172413793103,68.2
164484,31,Sweden,71,Malmö FF,4.0,1125,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,75.0,198.0,1900.0,28.96551724137931,70.0
176772,29,Algeria,72,FC Metz,4.0,1141,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,72.0,174.0,3400.0,29.275862068965516,69.6
189061,28,Germany,71,SpVgg Greuther Fürth,6.0,1066,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,74.0,172.0,2600.0,25.96551724137931,69.8
229255,24,Brazil,77,Clube Sport Marítimo,4.0,1086,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2022.0,73.0,185.0,5400.0,26.75862068965517,69.4
189586,32,Venezuela,71,CD Tenerife,5.0,1169,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2015.0,2020.0,77.0,196.0,2200.0,30.275862068965516,68.6
192922,29,Mexico,71,Club América,27.0,1094,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2021.0,72.0,176.0,2700.0,27.344827586206897,70.6
194730,30,Spain,71,CD Lugo,5.0,1268,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,74.0,181.0,2400.0,33.37931034482759,70.2
230319,34,Brazil,71,Atlético Paranaense,7.0,1090,Left,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,74.0,187.0,1800.0,27.96551724137931,68.2
142258,32,Belgium,71,SV Zulte-Waregem,8.0,1178,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2006.0,2021.0,74.0,174.0,2000.0,30.20689655172414,69.8
188597,26,France,74,Stade Malherbe Caen,11.0,1005,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,73.0,176.0,4300.0,24.413793103448278,69.8
210358,26,Italy,73,Palermo,2.0,1119,Left,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,74.0,163.0,3300.0,28.20689655172414,70.8
224442,21,France,77,RC Strasbourg Alsace,6.0,1059,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,76.0,185.0,5300.0,26.517241379310345,69.6
230332,34,Brazil,71,Fluminense,13.0,1077,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,77.0,201.0,1800.0,26.689655172413794,71.4
188094,29,Scotland,72,Sunderland,8.0,1282,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,74.0,183.0,3400.0,33.724137931034484,71.2
158657,32,Germany,71,1. FC Köln,10.0,1132,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2007.0,2019.0,78.0,203.0,2000.0,28.75862068965517,69.8
164041,33,Spain,71,UD Las Palmas,6.0,1053,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,75.0,192.0,1900.0,26.275862068965516,68.4
222411,22,France,77,FC Girondins de Bordeaux,15.0,1188,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2014.0,2020.0,74.0,190.0,5000.0,30.724137931034484,71.0
198350,24,England,76,Brentford,16.0,1187,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,74.0,159.0,4500.0,30.862068965517242,69.4
215502,20,Poland,82,Fiorentina,15.0,1164,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2016.0,2021.0,74.0,163.0,6100.0,30.275862068965516,70.2
139727,31,Belgium,71,RSC Anderlecht,10.0,1189,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2015.0,2020.0,71.0,176.0,2200.0,30.896551724137932,71.8
220624,23,Argentina,79,Belgrano de Córdoba,6.0,1244,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2013.0,2020.0,74.0,185.0,4300.0,30.96551724137931,69.8
238033,30,Romania,71,Sparta Praha,1.0,1018,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,72.0,161.0,3300.0,25.379310344827587,68.8
140498,33,Scotland,71,Hull City,13.0,1132,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,75.0,183.0,2300.0,29.344827586206897,69.6
221912,23,Korea Republic,75,Pohang Steelers,4.0,1121,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2023.0,73.0,172.0,2900.0,28.551724137931036,68.6
224987,24,Italy,77,Empoli,6.0,1134,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2021.0,76.0,185.0,4700.0,29.17241379310345,69.2
189920,30,Turkey,71,Kasimpaşa SK,7.0,1111,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2015.0,2021.0,76.0,196.0,3000.0,28.20689655172414,69.4
16097,39,United States,71,Real Salt Lake,3.0,1247,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2007.0,2019.0,70.0,183.0,240.0,32.62068965517241,70.4
210923,26,Saudi Arabia,73,Al Ahli,17.0,1163,Left,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2017.0,2022.0,74.0,174.0,3500.0,30.103448275862068,69.4
163056,33,Argentina,71,Real Oviedo,6.0,1122,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,75.0,181.0,1900.0,28.482758620689655,69.4
205812,28,Italy,72,Empoli,8.0,1084,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2020.0,76.0,172.0,3600.0,27.586206896551722,69.4
233974,34,Brazil,71,Cruzeiro,13.0,967,Right,1.0,2.0,1.0,Medium/ Medium,Stocky,GK,2018.0,2021.0,74.0,183.0,1800.0,23.310344827586206,69.2
176630,31,Portugal,71,Santa Clara,3.0,1419,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,72.0,183.0,3000.0,39.206896551724135,68.6
189430,27,Italy,71,Carpi,2.0,1127,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2014.0,2020.0,74.0,183.0,2500.0,29.06896551724138,67.8
182520,30,Germany,71,FC Erzgebirge Aue,4.0,1182,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2008.0,2022.0,72.0,176.0,2400.0,30.517241379310345,68.8
233977,30,Brazil,71,Botafogo,11.0,964,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2018.0,2021.0,75.0,192.0,2900.0,23.413793103448278,71.2
193277,28,Austria,72,SK Sturm Graz,11.0,1234,Left,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,72.0,179.0,2900.0,31.275862068965516,71.0
186882,32,Latvia,70,Arka Gdynia,3.0,1163,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,75.0,179.0,1400.0,30.17241379310345,69.4
162052,33,Denmark,70,DC United,4.0,1122,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2018.0,76.0,194.0,1400.0,28.655172413793103,68.6
138247,35,Denmark,70,IF Elfsborg,2.0,1128,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2020.0,77.0,205.0,531.0,29.03448275862069,68.4
197641,29,France,71,AC Ajaccio,4.0,969,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2020.0,72.0,163.0,2500.0,23.724137931034484,67.4
190734,28,Georgia,70,Rio Ave FC,5.0,1059,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,75.0,187.0,2600.0,25.448275862068964,67.8
209423,26,France,72,AJ Auxerre,4.0,1091,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,74.0,185.0,2800.0,27.75862068965517,68.6
161807,38,Slovakia,70,Jagiellonia Białystok,3.0,1000,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,74.0,185.0,162.0,24.724137931034484,67.8
233999,30,Brazil,70,Internacional,11.0,1092,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,70.0,168.0,2200.0,27.862068965517242,68.8
156437,33,Germany,70, SSV Jahn Regensburg,5.0,1193,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,75.0,187.0,1400.0,31.620689655172413,68.6
230169,34,Brazil,70,Ceará Sporting Club,9.0,1082,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,72.0,170.0,1300.0,27.620689655172413,67.4
209957,24,Denmark,75,1. FC Union Berlin,10.0,1096,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,74.0,172.0,2900.0,26.862068965517242,68.6
208679,29,Germany,70,FC St. Pauli,8.0,1091,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,74.0,176.0,1900.0,27.655172413793103,67.4
205352,25,Scotland,73,Millwall,6.0,1109,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,75.0,176.0,3100.0,27.379310344827587,70.6
235312,24,Spain,76,Real Oviedo,4.0,1196,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2016.0,2020.0,72.0,183.0,3200.0,31.413793103448278,69.0
197689,27,Italy,71,Chievo Verona,7.0,1018,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2013.0,2019.0,75.0,176.0,2400.0,25.413793103448278,67.8
190780,29,United States,72,New York City FC,4.0,1158,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2018.0,75.0,216.0,2300.0,29.79310344827586,68.8
51261,35,Wales,70,West Bromwich Albion,9.0,1181,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2010.0,2019.0,75.0,203.0,808.0,30.310344827586206,69.6
185405,33,Slovakia,70,Lechia Gdańsk,4.0,1066,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,76.0,192.0,1200.0,26.96551724137931,68.6
175934,29,Belgium,71,Sint-Truidense VV,6.0,1214,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2017.0,2020.0,72.0,154.0,2200.0,31.620689655172413,68.6
209987,25,Germany,74,SV Sandhausen,3.0,1239,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,74.0,187.0,2700.0,33.10344827586207,68.4
229444,27,Chile,73,Universidad de Chile,5.0,1138,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,72.0,185.0,2200.0,29.655172413793103,69.2
20551,36,Sweden,70,Djurgårdens IF,2.0,1083,Right,2.0,2.0,1.0,Medium/ Medium,Lean,GK,2016.0,2018.0,77.0,170.0,300.0,28.0,67.6
187208,28,Mexico,70,U.N.A.M.,9.0,1171,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2012.0,2021.0,72.0,172.0,2100.0,30.137931034482758,69.6
184139,28,Portugal,71,Portimonense SC,5.0,1121,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2020.0,74.0,181.0,3100.0,28.551724137931036,68.8
201299,25,Italy,74,Perugia,2.0,1056,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,76.0,181.0,2700.0,26.862068965517242,67.4
215123,27,Argentina,73,Newell's Old Boys,8.0,1151,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,71.0,176.0,2400.0,29.724137931034484,67.8
211033,25,Mexico,75,Deportivo Toluca,9.0,1209,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,72.0,185.0,3000.0,31.344827586206897,69.8
215130,36,Argentina,70,Newell's Old Boys,5.0,1111,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,187.0,360.0,27.448275862068964,71.0
179547,30,Italy,70,Reading,14.0,1249,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,74.0,176.0,2200.0,33.206896551724135,68.6
105308,39,Belgium,70,Standard de Liège,4.0,1188,Left,2.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,71.0,190.0,180.0,30.896551724137932,70.2
244584,26,Ukraine,72,Shakhtar Donetsk,1.0,1002,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,74.0,179.0,3200.0,23.448275862068964,70.0
178283,30,Belgium,70,Antalyaspor,8.0,1159,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,77.0,190.0,2300.0,30.0,69.0
219244,23,Switzerland,79,BSC Young Boys,8.0,1192,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2022.0,76.0,198.0,3500.0,31.20689655172414,69.6
166764,30,Northern Ireland,70,Motherwell,4.0,1197,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,73.0,187.0,2000.0,31.06896551724138,69.2
142962,36,Argentina,70,River Plate,6.0,1121,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,74.0,192.0,336.0,29.137931034482758,67.6
194934,28,Spain,72,AD Alcorcón,5.0,1227,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,70.0,159.0,2500.0,32.206896551724135,68.0
200059,25,Belgium,73,KAA Gent,8.0,1194,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,73.0,185.0,2500.0,31.17241379310345,69.4
223107,27,Turkey,72,Kayserispor,6.0,954,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,75.0,179.0,3000.0,23.20689655172414,67.8
178566,31,Argentina,70,Racing Club,8.0,1020,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,72.0,170.0,1600.0,24.103448275862068,70.6
212632,29,France,70,KV Oostende,7.0,1156,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,71.0,168.0,1800.0,29.517241379310345,69.2
186781,32,United States,70,Holstein Kiel,6.0,1072,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2014.0,2021.0,74.0,183.0,1600.0,26.75862068965517,68.2
244384,26,Ukraine,74,Dynamo Kyiv,1.0,909,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2009.0,2019.0,75.0,183.0,3500.0,20.689655172413794,68.6
235183,22,Mexico,79,Santos Laguna,7.0,951,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2016.0,2021.0,72.0,163.0,3900.0,22.551724137931036,69.6
209333,27,Wales,73,Preston North End,7.0,1105,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2020.0,73.0,163.0,3000.0,27.344827586206897,69.4
142775,37,Argentina,70,Colo-Colo,2.0,1131,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,74.0,187.0,168.0,28.79310344827586,69.2
140483,34,Italy,70,Livorno,2.0,980,Right,1.0,1.0,1.0,Medium/ Medium,Lean,GK,2016.0,2019.0,75.0,172.0,1100.0,23.689655172413794,70.2
193222,28,Germany,71,FC Augsburg,10.0,1119,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,77.0,205.0,2500.0,28.20689655172414,67.6
229325,21,Sweden,76,AIK,3.0,1073,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2015.0,2020.0,78.0,181.0,2700.0,26.75862068965517,69.4
184781,30,Serbia,70,En Avant de Guingamp,9.0,1021,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,176.0,2300.0,25.448275862068964,67.2
224977,24,Italy,76,US Salernitana 1919,2.0,1112,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,73.0,170.0,3200.0,28.517241379310345,68.0
209874,28,South Africa,72,Orlando Pirates,1.0,1092,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2018.0,2021.0,75.0,165.0,3300.0,26.551724137931036,71.2
212948,22,Cameroon,79,KV Oostende,6.0,1223,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2022.0,73.0,198.0,3500.0,31.137931034482758,69.4
206549,32,United States,70,Montreal Impact,4.0,1191,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2011.0,2018.0,73.0,183.0,1500.0,31.03448275862069,68.0
220901,22,Spain,77,Blackburn Rovers,14.0,1154,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2021.0,72.0,165.0,3900.0,29.689655172413794,67.8
226285,22,Mexico,79,Guadalajara,12.0,1145,Right,1.0,1.0,1.0,Medium/ Medium,Lean,GK,2018.0,2019.0,77.0,185.0,3900.0,29.448275862068964,67.6
188657,27,England,74,Preston North End,7.0,1173,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2017.0,2020.0,75.0,187.0,3100.0,30.03448275862069,68.2
208375,24,Germany,75,RB Leipzig,15.0,1052,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2021.0,76.0,198.0,3000.0,25.413793103448278,68.2
203004,26,Korea Republic,72,FC Seoul,4.0,1110,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2014.0,2022.0,77.0,198.0,2000.0,27.96551724137931,68.2
177152,31,Netherlands,69,AZ Alkmaar,6.0,1157,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2018.0,2019.0,74.0,194.0,975.0,29.448275862068964,69.0
214274,26,Colombia,72,Junior FC,2.0,1096,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2010.0,2023.0,71.0,176.0,1400.0,26.79310344827586,68.4
176645,32,Czech Republic,69,Heart of Midlothian,3.0,1437,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,203.0,1100.0,39.724137931034484,70.0
162054,33,England,69,Aston Villa,7.0,1223,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,72.0,170.0,998.0,31.82758620689655,69.6
193030,32,Serbia,69,Akhisar Belediyespor,6.0,1110,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2020.0,78.0,198.0,1200.0,28.551724137931036,67.0
128529,32,Turkey,69,Alanyaspor,5.0,1169,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,76.0,187.0,1200.0,30.20689655172414,68.0
230164,34,Brazil,69,Paraná,8.0,1076,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,71.0,165.0,808.0,26.862068965517242,69.2
196885,31,Bolivia,69,Boca Juniors,8.0,1051,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2018.0,2022.0,76.0,190.0,910.0,26.17241379310345,67.4
169493,30,England,69,Bristol City,14.0,1123,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2019.0,73.0,168.0,1300.0,28.620689655172413,66.8
236823,21,Sweden,80,IFK Norrköping,2.0,1046,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,71.0,176.0,2100.0,25.689655172413794,69.8
162328,34,Netherlands,69,Vitesse,5.0,1195,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,74.0,201.0,638.0,31.379310344827587,68.4
190745,27,Italy,69,Hellas Verona,2.0,1149,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2017.0,2021.0,75.0,176.0,1100.0,30.137931034482758,67.0
178211,35,Netherlands,69,ADO Den Haag,2.0,1127,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2005.0,2020.0,73.0,176.0,375.0,28.96551724137931,68.6
138026,30,Belgium,69,Sporting Lokeren,5.0,1067,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2020.0,76.0,209.0,1000.0,26.620689655172413,68.2
233267,24,United States,77,New England Revolution,3.0,1111,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2016.0,2021.0,75.0,174.0,1900.0,27.82758620689655,70.6
207926,24,Sweden,74,Molde FK,3.0,1087,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2015.0,2019.0,77.0,205.0,1300.0,27.586206896551722,68.4
214582,25,Colombia,72,Al Fayha,7.0,1164,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,74.0,176.0,1600.0,30.310344827586206,68.2
232505,35,Japan,69,Sanfrecce Hiroshima,3.0,951,Right,1.0,2.0,1.0,Medium/ Medium,Lean,GK,2014.0,2021.0,74.0,192.0,313.0,22.06896551724138,67.4
222779,23,Greece,75,Olympiacos CFP,1.0,1200,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2020.0,73.0,190.0,2500.0,31.620689655172413,67.4
204092,27,Germany,73,Heracles Almelo,3.0,1178,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2021.0,76.0,194.0,1400.0,30.448275862068964,69.8
229692,24,Germany,77,1. FSV Mainz 05,8.0,1214,Right,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2015.0,2020.0,73.0,176.0,2300.0,31.310344827586206,69.4
149309,35,Italy,69,Torino,9.0,1045,Right,1.0,1.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,77.0,179.0,425.0,26.96551724137931,64.2
158784,37,Argentina,69,San Martin de Tucumán,3.0,1059,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,74.0,194.0,102.0,25.896551724137932,68.4
206145,24,Germany,74,Karlsruher SC,3.0,995,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,76.0,185.0,1500.0,23.344827586206897,68.2
194372,28,Turkey,71,Atiker Konyaspor,7.0,1101,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2020.0,75.0,183.0,1800.0,28.17241379310345,67.2
213573,23,Germany,77,Hertha BSC,8.0,1128,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2013.0,2019.0,74.0,176.0,2200.0,29.24137931034483,66.8
230727,21,France,80,Stade Brestois 29,2.0,1114,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2017.0,2021.0,71.0,152.0,2800.0,28.413793103448278,68.2
211021,22,Norway,76,FK Haugesund,2.0,1115,Right,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2013.0,2019.0,72.0,159.0,1600.0,28.586206896551722,67.2
234833,20,Germany,83,1. FSV Mainz 05,6.0,1091,Left,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2016.0,2022.0,76.0,187.0,4600.0,27.103448275862068,68.4
222546,24,Germany,74,SC Paderborn 07,4.0,960,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,73.0,172.0,1600.0,23.06896551724138,67.6
189267,32,Germany,69,VfR Aalen,1.0,1038,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2009.0,2021.0,74.0,187.0,870.0,24.862068965517242,69.0
101473,36,Poland,69,Birmingham City,6.0,1140,Right,2.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2019.0,75.0,185.0,266.0,29.137931034482758,67.2
177508,34,Germany,69,1. FC Nürnberg,8.0,1066,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,72.0,179.0,765.0,26.620689655172413,67.6
173415,31,Austria,69,FC Ingolstadt 04,9.0,1017,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2017.0,2019.0,76.0,190.0,1000.0,25.655172413793103,65.2
9833,37,Netherlands,69,PEC Zwolle,3.0,1142,Right,1.0,3.0,1.0,Medium/ Medium,Stocky,GK,2017.0,2019.0,76.0,196.0,102.0,29.93103448275862,65.8
235629,21,Belgium,77,Sporting Lokeren,4.0,964,Left,1.0,3.0,1.0,Medium/ Medium,Lean,GK,2016.0,2021.0,75.0,183.0,2000.0,22.06896551724138,70.6
198511,27,Portugal,72,Os Belenenses,3.0,1063,Left,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,77.0,198.0,1900.0,25.862068965517242,68.8
216175,25,Austria,74,FC Red Bull Salzburg,11.0,1135,Right,1.0,4.0,1.0,Medium/ Medium,Lean,GK,2015.0,2020.0,73.0,176.0,1600.0,28.310344827586206,67.4
223603,23,Germany,77,1. FC Nürnberg,7.0,1012,Left,1.0,4.0,1.0,Medium/ Medium,Normal,GK,2017.0,2020.0,75.0,198.0,2300.0,24.79310344827586,66.8
150659,35,France,69,Paris FC,2.0,1110,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2008.0,2019.0,71.0,161.0,438.0,28.24137931034483,68.0
170632,32,Scotland,69,Kilmarnock,3.0,1112,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2015.0,2020.0,73.0,174.0,1100.0,28.310344827586206,68.0
234898,29,Belarus,69,AS Nancy Lorraine,3.0,907,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2016.0,2019.0,74.0,185.0,1200.0,21.379310344827587,68.4
210579,24,France,77,Stade Malherbe Caen,7.0,1072,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2012.0,2019.0,71.0,150.0,2500.0,27.0,69.4
203423,26,Australia,70,Melbourne Victory,4.0,1136,Right,1.0,2.0,1.0,Medium/ Medium,Normal,GK,2011.0,2020.0,75.0,201.0,1100.0,29.24137931034483,66.8
135587,33,Finland,69,Bristol City,14.0,1039,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2019.0,75.0,190.0,998.0,25.655172413793103,67.2
229541,23,Colombia,79,Deportes Tolima,1.0,1145,Right,1.0,3.0,1.0,Medium/ Medium,Normal,GK,2018.0,2023.0,77.0,187.0,2100.0,29.310344827586206,67.2
214440,24,Chile,76,CD Palestino,2.0,1151,Right,1.0,1.0,1.0,Medium/ Medium,Lean,GK,2011.0,2020.0,70.0,168.0,1700.0,30.24137931034483,66.4
