ID,Age,Nationality,Potential,Club,Wage,Special,Preferred Foot,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Joined,Contract Valid Until,Height,Weight,Release Clause,Forward,Mid,Back,General,GK
189067,32,Uruguay,74,Watford,39.0,1557,Left,2.0,3.0,2.0,Medium/ Medium,Normal,CB,2015.0,2019.0,75.0,187.0,6100.0,44.75,48.875,66.1,54.0,11.4
191627,24,Belgium,78,Club Brugge KV,17.0,1942,Right,1.0,5.0,3.0,Medium/ Medium,Normal,LM,2018.0,2022.0,70.0,161.0,11000.0,67.125,70.75,69.7,67.20689655172414,12.2
228236,26,Ivory Coast,76,SK Slavia Praha,1.0,1753,Left,1.0,3.0,2.0,Medium/ High,Lean,RCB,2015.0,2020.0,76.0,185.0,12500.0,56.875,56.0,68.0,61.241379310344826,9.8
219789,26,Mali,76,Stade Rennais FC,24.0,1953,Right,1.0,3.0,3.0,High/ Medium,Normal,RB,2017.0,2021.0,69.0,157.0,10900.0,68.125,69.5,71.2,67.55172413793103,11.2
172685,31,Spain,74,PAOK,1.0,1770,Right,1.0,3.0,2.0,Medium/ High,Normal,RCB,2016.0,2019.0,73.0,165.0,8000.0,57.75,62.25,71.5,61.86206896551724,9.0
213134,22,Germany,80,1. FSV Mainz 05,20.0,1909,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RM,2016.0,2021.0,72.0,176.0,15000.0,71.25,70.375,58.3,66.03448275862068,12.6
221838,26,Serbia,76,Medipol Başakşehir FK,22.0,2010,Right,2.0,3.0,3.0,Medium/ Medium,Normal,CM,2018.0,2021.0,70.0,174.0,12800.0,72.25,73.625,65.1,69.82758620689656,10.4
234126,23,Brazil,81,Dynamo Kyiv,1.0,1815,Right,1.0,3.0,3.0,Medium/ Medium,Lean,CAM,2016.0,2021.0,72.0,174.0,18400.0,70.875,70.875,51.9,63.275862068965516,10.0
235663,20,Netherlands,80,AZ Alkmaar,10.0,1922,Right,1.0,3.0,3.0,High/ High,Normal,CAM,2015.0,2023.0,72.0,163.0,13600.0,70.75,72.75,65.3,66.86206896551724,11.0
219536,22,Argentina,82,Udinese,22.0,1751,Right,1.0,4.0,3.0,High/ Medium,Lean,RW,2018.0,2023.0,71.0,163.0,17000.0,73.375,68.875,46.1,60.96551724137931,10.4
222352,21,Switzerland,81,FC Basel 1893,19.0,1765,Right,1.0,4.0,3.0,High/ Medium,Normal,ST,2017.0,2022.0,72.0,170.0,13600.0,70.5,64.625,47.0,61.689655172413794,11.2
234128,22,Brazil,83,LOSC Lille,23.0,1818,Left,1.0,2.0,3.0,High/ Medium,Lean,LM,2017.0,2022.0,69.0,154.0,18700.0,70.375,70.0,54.2,63.3448275862069,9.8
244368,22,Ukraine,80,Dynamo Kyiv,1.0,1634,Right,1.0,3.0,3.0,High/ High,Normal,ST,2013.0,2019.0,73.0,168.0,18400.0,70.375,63.5,51.3,57.241379310344826,8.4
225426,21,Brazil,82,Sevilla FC,10.0,1949,Left,1.0,2.0,3.0,High/ Medium,Normal,LB,2018.0,2022.0,69.0,150.0,16100.000000000002,68.5,69.125,70.4,66.86206896551724,13.6
217235,30,Mozambique,74,Clube Sport Marítimo,9.0,1817,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,2017.0,2020.0,70.0,165.0,8800.0,53.5,55.25,69.4,62.55172413793103,13.6
190868,28,France,75,Dinamo Zagreb,1.0,1858,Right,2.0,3.0,3.0,Low/ Medium,Stocky,RCB,2018.0,2020.0,72.0,190.0,11400.0,60.75,65.0,71.9,65.06896551724138,8.2
210583,22,Germany,79,Eintracht Frankfurt,24.0,1946,Right,2.0,4.0,3.0,Medium/ Medium,Normal,CM,2013.0,2020.0,68.0,159.0,13300.0,69.875,72.125,63.7,67.58620689655173,10.6
237207,20,Nigeria,85,FC Girondins de Bordeaux,25.0,1789,Right,1.0,4.0,3.0,High/ Medium,Normal,RW,2018.0,2023.0,69.0,163.0,20000.0,70.0,67.875,48.7,62.44827586206897,10.4
186519,28,Spain,74,UD Las Palmas,10.0,1821,Right,1.0,3.0,2.0,Medium/ High,Lean,LCB,2018.0,2020.0,73.0,190.0,7300.0,57.0,59.375,69.8,62.689655172413794,12.4
195479,26,England,75,Rangers FC,39.0,2081,Right,1.0,3.0,4.0,High/ Medium,Lean,RB,2015.0,2022.0,72.0,165.0,10300.0,71.5,72.5,71.7,72.20689655172414,11.8
238744,19,United States,86,FC Schalke 04,12.0,1988,Right,1.0,3.0,3.0,Medium/ Medium,Normal,LCM,2017.0,2022.0,73.0,185.0,18100.0,68.75,71.5,72.8,69.24137931034483,9.6
214169,28,Colombia,74,Club León,24.0,1542,Left,1.0,3.0,2.0,Medium/ Medium,Lean,LCB,2018.0,2018.0,72.0,172.0,7800.0,48.5,52.875,69.7,53.48275862068966,10.6
172953,31,Jamaica,74,Watford,39.0,1665,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,2016.0,2020.0,71.0,172.0,7200.0,54.25,58.75,68.6,57.827586206896555,10.4
187033,27,England,76,Cardiff City,35.0,1483,Right,1.0,2.0,2.0,Medium/ High,Normal,RCB,2014.0,2022.0,76.0,185.0,11400.0,42.875,44.5,64.5,50.86206896551724,13.0
209818,24,Netherlands,77,TSG 1899 Hoffenheim,22.0,1771,Right,1.0,3.0,3.0,High/ Medium,Lean,LWB,2018.0,2022.0,71.0,163.0,10700.0,60.5,64.625,69.9,61.172413793103445,11.8
211098,24,England,78,Blackburn Rovers,32.0,1976,Right,1.0,4.0,3.0,High/ Medium,Normal,CAM,2017.0,2021.0,69.0,157.0,14800.0,72.25,71.875,61.4,68.82758620689656,11.4
190362,28,Finland,74,Norwich City,29.0,1741,Right,1.0,3.0,3.0,High/ Medium,Normal,ST,2018.0,2021.0,71.0,176.0,11400.0,72.125,67.125,47.4,60.89655172413793,9.0
202395,26,Brazil,75,GD Chaves,11.0,1796,Right,1.0,4.0,3.0,High/ Low,Normal,ST,2016.0,2020.0,72.0,176.0,14100.0,70.25,65.5,47.7,62.241379310344826,11.4
204699,27,Paraguay,74,Spartak Moscow,1.0,1980,Left,1.0,2.0,4.0,Medium/ Medium,Normal,LM,2016.0,2020.0,70.0,165.0,12600.0,73.0,70.75,64.5,69.03448275862068,10.4
226203,26,Trinidad & Tobago,74,SV Darmstadt 98,18.0,1936,Left,1.0,2.0,3.0,Medium/ Medium,Normal,LM,2018.0,2020.0,71.0,161.0,9600.0,68.625,71.125,68.6,67.48275862068965,9.8
165531,31,Argentina,74,Tigres U.A.N.L.,43.0,1913,Right,1.0,3.0,3.0,High/ Low,Lean,RM,2016.0,2020.0,70.0,163.0,7900.0,72.25,71.5,58.9,66.55172413793103,11.2
189595,28,Turkey,74,Fenerbahçe SK,51.0,1973,Right,2.0,5.0,3.0,High/ Medium,Normal,CAM,2017.0,2020.0,71.0,168.0,10500.0,70.625,72.125,62.0,68.62068965517241,10.6
186524,30,Serbia,74,Chievo Verona,17.0,1842,Left,2.0,2.0,3.0,Medium/ Medium,Normal,RS,2018.0,2021.0,73.0,176.0,9400.0,70.125,65.0,56.0,64.41379310344827,9.6
192156,28,Portugal,74,Moreirense FC,6.0,1929,Left,1.0,2.0,3.0,Medium/ Medium,Lean,LB,2017.0,2019.0,70.0,152.0,9300.0,64.5,67.25,71.1,67.24137931034483,10.4
193692,32,Portugal,74,Boavista FC,8.0,1999,Right,1.0,3.0,4.0,High/ Medium,Normal,RCM,2016.0,2020.0,67.0,141.0,9200.0,70.875,72.375,65.3,69.24137931034483,11.8
212125,24,Serbia,77,Liverpool,62.0,1859,Right,2.0,3.0,4.0,Medium/ Medium,Lean,RM,2014.0,2019.0,69.0,143.0,13800.0,71.75,70.75,54.2,65.03448275862068,9.0
225182,22,Colombia,82,Junior FC,4.0,1846,Left,1.0,4.0,4.0,High/ Low,Normal,RM,2014.0,2023.0,67.0,161.0,13600.0,69.625,70.875,54.7,64.27586206896552,11.2
202911,30,Uruguay,74,River Plate,22.0,1933,Right,1.0,4.0,3.0,Medium/ Medium,Normal,ST,2012.0,2020.0,67.0,163.0,7700.0,71.75,68.5,52.6,67.10344827586206,11.2
212127,27,Serbia,74,Genoa,15.0,1762,Right,1.0,4.0,3.0,Medium/ Medium,Lean,LM,2015.0,2020.0,71.0,146.0,10200.0,71.0,70.0,48.9,61.206896551724135,11.0
244383,23,Ukraine,81,Dynamo Kyiv,1.0,1464,Right,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,2013.0,2022.0,74.0,176.0,16100.000000000002,42.5,45.125,66.8,50.689655172413794,12.4
219808,27,Spain,74,UD Las Palmas,11.0,1692,Right,1.0,4.0,4.0,High/ Medium,Stocky,CAM,2013.0,2023.0,67.0,161.0,9600.0,69.0,70.5,43.8,59.275862068965516,9.4
222368,22,Russia,81,Lokomotiv Moscow,1.0,1749,Right,1.0,4.0,3.0,Medium/ Medium,Lean,CAM,2012.0,2019.0,72.0,159.0,18400.0,70.625,69.875,48.7,60.96551724137931,10.6
172960,30,England,74,Nottingham Forest,45.0,1767,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2022.0,72.0,172.0,10500.0,70.125,63.625,47.3,61.06896551724138,12.0
189600,28,Czech Republic,74,SK Slavia Praha,1.0,1918,Right,1.0,4.0,3.0,High/ High,Lean,LDM,2016.0,2019.0,72.0,168.0,12100.0,67.5,71.125,63.9,67.10344827586206,8.0
200353,26,France,79,LOSC Lille,24.0,1627,Right,1.0,3.0,2.0,Medium/ Medium,Normal,LCB,2011.0,2021.0,74.0,201.0,12500.0,48.625,49.875,66.8,56.51724137931034,10.8
202401,30,Brazil,74,Sanfrecce Hiroshima,13.0,1710,Right,1.0,3.0,3.0,Medium/ Low,Normal,RS,2017.0,2018.0,74.0,181.0,6900.0,68.75,62.625,48.7,59.48275862068966,9.0
204450,28,Senegal,74,CD Numancia,10.0,1919,Right,1.0,3.0,3.0,Medium/ Medium,Lean,RCM,2017.0,2019.0,72.0,159.0,7300.0,66.5,67.5,71.4,66.6896551724138,11.4
192930,27,Mexico,75,Guadalajara,35.0,1854,Right,2.0,2.0,3.0,High/ Low,Normal,ST,2016.0,2021.0,70.0,168.0,11500.0,72.375,68.375,52.2,64.37931034482759,11.4
226211,21,Brazil,81,Shandong Luneng TaiShan FC,14.0,1790,Right,1.0,3.0,3.0,High/ Medium,Lean,RW,2018.0,2019.0,72.0,148.0,18800.0,72.5,70.25,50.0,62.10344827586207,10.6
179875,33,Senegal,74,FC København,20.0,1865,Right,2.0,3.0,3.0,High/ Medium,Normal,RS,2018.0,2019.0,73.0,179.0,4600.0,71.25,65.875,54.3,64.62068965517241,12.0
187043,27,Norway,75,Fulham,45.0,2024,Left,1.0,3.0,3.0,High/ High,Lean,LCM,2016.0,2019.0,72.0,172.0,12800.0,70.25,72.375,70.2,70.51724137931035,10.6
158372,32,Netherlands,74,Stoke City,37.0,1932,Right,2.0,4.0,4.0,Medium/ Medium,Lean,CAM,2015.0,2019.0,71.0,168.0,8300.0,70.125,71.75,61.8,67.48275862068965,10.2
227236,22,Cameroon,82,Fulham,35.0,1928,Right,1.0,2.0,3.0,Low/ Medium,Lean,RCM,2018.0,2023.0,72.0,172.0,14700.0,65.0,67.375,71.5,67.34482758620689,10.0
163492,33,Belgium,74,KV Oostende,14.0,1705,Left,2.0,2.0,2.0,Low/ Medium,Lean,LCB,2017.0,2020.0,74.0,174.0,3400.0,53.75,57.625,69.8,59.10344827586207,12.0
235173,20,Ivory Coast,85,Toulouse Football Club,16.0,2006,Right,1.0,4.0,3.0,High/ High,Lean,CDM,2016.0,2021.0,75.0,170.0,18700.0,70.0,71.0,72.6,70.34482758620689,8.8
223142,32,Turkey,74,SV Darmstadt 98,17.0,1733,Right,2.0,4.0,2.0,Medium/ High,Normal,LCB,2013.0,2019.0,72.0,176.0,5200.0,54.25,53.625,67.5,60.58620689655172,9.6
208295,28,Morocco,74,Wolverhampton Wanderers,55.0,1891,Left,1.0,3.0,3.0,Medium/ Medium,Lean,CM,2016.0,2020.0,75.0,185.0,10500.0,64.0,69.0,73.4,66.20689655172414,10.0
211879,24,Germany,78,SC Freiburg,19.0,1916,Right,1.0,3.0,3.0,High/ Medium,Lean,RDM,2016.0,2020.0,73.0,170.0,13100.0,70.25,72.75,64.3,65.86206896551724,13.6
239015,20,Nigeria,85,Club Brugge KV,15.0,1776,Right,1.0,3.0,4.0,Medium/ Low,Normal,RM,2017.0,2021.0,69.0,150.0,16200.0,74.25,67.5,46.6,61.37931034482759,11.0
183975,28,Cameroon,75,Kayserispor,13.0,1609,Right,2.0,3.0,2.0,Low/ Medium,Stocky,RCB,2016.0,2019.0,72.0,190.0,10400.0,50.0,54.125,67.3,55.724137931034484,12.8
169386,36,Italy,74,SPAL,11.0,1736,Right,2.0,3.0,3.0,Medium/ Low,Normal,ST,2017.0,2023.0,71.0,174.0,3600.0,71.25,64.5,44.3,60.758620689655174,10.0
210859,29,France,74,Fiorentina,41.0,1790,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2018.0,2020.0,68.0,159.0,7200.0,54.875,59.75,70.8,62.13793103448276,11.6
170923,34,Russia,74,Spartak Moscow,1.0,1903,Right,1.0,3.0,2.0,High/ Medium,Stocky,RB,2016.0,2019.0,69.0,172.0,3300.0,66.125,68.25,71.8,66.65517241379311,8.8
178091,28,Italy,74,Watford,48.0,1690,Right,2.0,3.0,2.0,High/ High,Stocky,ST,2016.0,2021.0,73.0,198.0,11400.0,70.0,63.25,47.8,59.55172413793103,6.8
189099,28,Ivory Coast,74,Aston Villa,21.0,1783,Right,1.0,3.0,3.0,High/ Medium,Lean,ST,2016.0,2020.0,74.0,170.0,11400.0,71.5,65.375,46.9,61.86206896551724,12.0
218540,27,Cameroon,75,Montpellier HSC,20.0,1964,Left,1.0,2.0,3.0,High/ Medium,Lean,LWB,2018.0,2022.0,69.0,150.0,10400.0,67.625,70.125,68.8,68.44827586206897,9.8
202157,27,Australia,75,PSV,13.0,1999,Left,1.0,4.0,3.0,High/ Medium,Normal,LB,2018.0,2022.0,67.0,139.0,7400.0,67.75,68.75,70.4,68.93103448275862,13.0
162221,32,Belgium,74,Royal Antwerp FC,11.0,1955,Right,1.0,3.0,3.0,High/ High,Normal,LDM,2017.0,2020.0,74.0,165.0,4800.0,68.5,69.125,71.5,68.34482758620689,10.6
184749,28,England,74,Bournemouth,51.0,1951,Right,1.0,3.0,3.0,Medium/ High,Normal,CM,2014.0,2021.0,72.0,174.0,10500.0,69.0,70.875,69.4,68.0,11.2
211119,30,Portugal,74,Columbus Crew SC,8.0,1981,Left,1.0,5.0,3.0,High/ High,Lean,RM,2017.0,2019.0,68.0,139.0,8300.0,71.125,70.5,62.8,68.89655172413794,10.6
227503,19,Denmark,85,Borussia Dortmund,18.0,1915,Right,1.0,4.0,3.0,Medium/ Medium,Normal,LM,2016.0,2021.0,72.0,165.0,18100.0,73.625,70.75,63.2,66.48275862068965,10.6
170159,30,Germany,74,Tianjin TEDA FC,13.0,1952,Left,1.0,3.0,2.0,High/ High,Lean,LCB,2018.0,2019.0,74.0,183.0,9000.0,61.75,63.0,71.6,67.96551724137932,10.2
204464,24,England,79,Cardiff City,34.0,1963,Left,1.0,2.0,3.0,Medium/ High,Normal,RCM,2011.0,2022.0,70.0,154.0,15600.0,67.75,71.125,69.1,67.93103448275862,12.0
231600,22,Spain,81,Watford,33.0,1819,Right,1.0,2.0,2.0,High/ Medium,Lean,RB,2018.0,2023.0,74.0,174.0,13700.0,65.25,66.25,70.8,63.206896551724135,9.2
176048,33,Sierra Leone,74,Vancouver Whitecaps FC,9.0,1845,Right,1.0,3.0,3.0,Medium/ Low,Lean,ST,2017.0,2023.0,74.0,165.0,5300.0,70.875,65.625,51.1,64.27586206896552,10.4
209329,23,Brazil,78,Santos Laguna,15.0,1651,Left,1.0,2.0,2.0,Medium/ Medium,Lean,LCB,2018.0,2022.0,74.0,181.0,10700.0,57.625,57.375,68.3,57.310344827586206,11.4
230065,21,Germany,82,FC Schalke 04,19.0,1921,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RCM,2018.0,2022.0,72.0,165.0,15200.0,69.0,71.125,70.9,66.89655172413794,10.2
223154,23,Turkey,79,Fenerbahçe SK,38.0,1999,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CDM,2015.0,2020.0,70.0,174.0,12800.0,69.0,70.375,71.9,69.82758620689656,10.0
234930,23,Portugal,82,En Avant de Guingamp,16.0,1962,Left,1.0,2.0,3.0,Medium/ Medium,Stocky,LB,2017.0,2022.0,67.0,163.0,15400.0,66.5,67.875,71.6,68.75862068965517,7.6
201139,30,Croatia,74,Milan,56.0,1936,Left,2.0,4.0,3.0,Medium/ Medium,Lean,LB,2018.0,2021.0,73.0,172.0,6900.0,65.125,67.25,72.2,67.20689655172414,11.0
208054,27,Argentina,75,Independiente,20.0,1843,Right,1.0,3.0,3.0,High/ Medium,Lean,ST,2016.0,2019.0,69.0,163.0,9600.0,73.0,69.0,51.5,64.34482758620689,9.8
205495,25,Honduras,79,Girona FC,26.0,1772,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2022.0,73.0,174.0,16300.0,71.5,67.875,50.6,62.03448275862069,8.8
216247,25,DR Congo,79,VfL Wolfsburg,31.0,1957,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CB,2017.0,2022.0,75.0,176.0,11500.0,67.0,69.0,72.1,67.58620689655173,12.6
165560,31,Argentina,74,Rosario Central,17.0,1878,Right,1.0,4.0,3.0,Medium/ Medium,Normal,RS,2016.0,2019.0,70.0,165.0,7500.0,71.875,67.875,55.4,65.65517241379311,9.4
186296,30,Russia,74,Fenerbahçe SK,45.0,1812,Right,2.0,4.0,2.0,Low/ Medium,Lean,CB,2016.0,2019.0,74.0,179.0,7900.0,59.5,64.75,70.8,62.6551724137931,12.2
166074,27,Portugal,74,Rayo Vallecano,18.0,1917,Right,1.0,4.0,3.0,Medium/ Low,Normal,LM,2018.0,2021.0,75.0,183.0,13200.0,73.0,69.625,55.9,66.75862068965517,9.6
198331,26,Czech Republic,76,Burnley,43.0,1889,Right,1.0,4.0,3.0,Medium/ Medium,Normal,CAM,2018.0,2021.0,69.0,157.0,13800.0,72.625,69.375,51.4,65.51724137931035,12.2
168379,30,Spain,74,Real Sporting de Gijón,10.0,1930,Right,1.0,3.0,3.0,High/ Medium,Normal,CAM,2012.0,2021.0,70.0,161.0,8800.0,70.125,71.875,59.2,66.96551724137932,12.2
215228,28,Argentina,74,SL Benfica,10.0,1627,Right,1.0,2.0,2.0,Medium/ High,Normal,CB,2018.0,2023.0,75.0,198.0,9100.0,48.75,49.375,64.9,56.310344827586206,9.8
186556,29,Brazil,74,Shakhtar Donetsk,1.0,1885,Right,1.0,4.0,4.0,Medium/ Medium,Normal,CAM,2011.0,2021.0,69.0,165.0,11600.0,72.25,70.875,58.8,65.34482758620689,12.4
214973,26,Argentina,74,Alanyaspor,14.0,1808,Right,1.0,3.0,3.0,High/ Low,Normal,RM,2018.0,2020.0,67.0,143.0,12000.0,70.0,70.375,50.8,63.03448275862069,9.2
176062,32,United States,74,Orlando City SC,8.0,1954,Right,2.0,4.0,3.0,Medium/ High,Lean,CAM,2018.0,2023.0,73.0,170.0,6600.0,70.25,72.375,64.4,68.13793103448276,10.2
214463,31,Colombia,74,Independiente Santa Fe,5.0,1897,Right,1.0,3.0,3.0,High/ High,Normal,LS,2017.0,2021.0,68.0,154.0,7000.0,71.75,67.5,54.9,66.13793103448276,11.0
243903,30,Senegal,74,Beijing Renhe FC,15.0,1845,Right,1.0,3.0,3.0,Medium/ Low,Normal,ST,2018.0,2019.0,74.0,198.0,11800.0,71.5,68.25,55.9,64.27586206896552,10.0
210112,24,Peru,78,Sporting de Charleroi,12.0,1798,Left,1.0,5.0,4.0,Medium/ Low,Normal,CAM,2016.0,2022.0,68.0,161.0,11800.0,70.75,69.5,49.2,62.793103448275865,9.8
214209,29,Colombia,74,Millonarios FC,5.0,1852,Right,1.0,2.0,4.0,Medium/ Low,Normal,RM,2016.0,2018.0,69.0,148.0,7700.0,72.375,67.375,50.1,64.48275862068965,10.8
204738,27,Ecuador,74,Club América,48.0,1927,Right,1.0,3.0,3.0,High/ High,Normal,RM,2016.0,2019.0,69.0,152.0,10200.0,69.625,69.625,62.8,66.89655172413794,10.0
230339,26,Brazil,74,Bahia,12.0,1886,Left,1.0,3.0,4.0,Medium/ Medium,Normal,LB,2018.0,2021.0,72.0,181.0,9100.0,65.375,66.375,69.5,65.86206896551724,10.4
178628,28,Italy,74,Sheffield Wednesday,29.0,1979,Right,1.0,3.0,4.0,High/ Medium,Normal,ST,2015.0,2021.0,68.0,148.0,11400.0,73.5,72.25,59.1,69.34482758620689,7.8
191173,31,United States,74,Philadelphia Union,8.0,1976,Right,2.0,4.0,3.0,Medium/ High,Normal,RDM,2016.0,2018.0,70.0,161.0,7200.0,69.375,71.75,69.5,69.13793103448276,9.4
159175,34,Togo,74,Stade de Reims,16.0,1885,Right,2.0,3.0,3.0,Medium/ High,Normal,RDM,2018.0,2020.0,71.0,163.0,3400.0,62.0,66.25,72.1,65.96551724137932,9.8
162503,30,Ukraine,74,Çaykur Rizespor,15.0,1755,Right,1.0,4.0,3.0,Medium/ Medium,Lean,ST,2018.0,2019.0,74.0,176.0,11000.0,71.5,65.875,49.4,60.793103448275865,11.4
231111,24,Germany,78,1. FSV Mainz 05,18.0,1652,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,2015.0,2022.0,76.0,194.0,11300.0,53.875,60.0,71.0,58.241379310344826,6.4
176071,31,United States,74,Chicago Fire,7.0,1900,Right,1.0,3.0,3.0,Medium/ High,Normal,RDM,2017.0,2019.0,69.0,150.0,5500.0,62.625,66.5,70.6,66.20689655172414,9.2
186567,32,Benin,74,Amiens SC,16.0,1693,Right,1.0,5.0,2.0,Medium/ Medium,Lean,RCB,2015.0,2020.0,71.0,159.0,6500.0,47.875,52.125,68.4,58.689655172413794,11.4
202697,24,England,80,Southampton,30.0,1727,Right,1.0,3.0,2.0,Medium/ Medium,Lean,CB,2011.0,2022.0,73.0,165.0,13700.0,57.0,59.125,69.3,59.827586206896555,11.4
217546,27,Portugal,74,SC Braga,12.0,1914,Left,1.0,3.0,3.0,Medium/ Medium,Normal,LB,2017.0,2021.0,72.0,174.0,9300.0,63.5,64.5,71.2,66.44827586206897,10.4
224202,25,Bulgaria,77,Palermo,4.0,1965,Left,1.0,4.0,3.0,High/ High,Lean,CM,2014.0,2020.0,74.0,176.0,11700.0,70.125,71.125,70.3,68.10344827586206,11.2
190666,27,Germany,75,SC Freiburg,19.0,1715,Right,1.0,2.0,2.0,Medium/ Medium,Normal,RCB,2016.0,2022.0,72.0,172.0,10300.0,54.0,56.0,68.8,59.44827586206897,11.4
192202,29,Brazil,74,Sporting CP,12.0,2048,Left,1.0,3.0,3.0,Medium/ Medium,Stocky,LM,2016.0,2020.0,70.0,165.0,11000.0,72.25,73.75,68.6,71.13793103448276,12.0
198347,29,Argentina,74,Pachuca,29.0,1847,Right,1.0,3.0,3.0,Medium/ Medium,Normal,ST,2015.0,2022.0,71.0,168.0,9400.0,73.0,69.75,50.1,64.10344827586206,11.6
203979,28,Germany,74,Hannover 96,27.0,1969,Right,1.0,4.0,2.0,Medium/ Medium,Normal,RDM,2016.0,2019.0,71.0,172.0,8200.0,65.25,66.625,71.9,68.03448275862068,12.8
217036,25,Spain,79,Rayo Vallecano,15.0,1968,Left,1.0,3.0,3.0,High/ Medium,Lean,LB,2014.0,2021.0,70.0,150.0,13700.0,69.375,70.75,69.4,68.03448275862068,10.8
220620,23,Switzerland,80,Huddersfield Town,30.0,1833,Right,1.0,3.0,3.0,High/ Medium,Lean,RWB,2018.0,2020.0,72.0,161.0,13700.0,63.625,67.125,69.9,63.58620689655172,10.4
162508,35,Ukraine,74,Kayserispor,9.0,1745,Right,1.0,3.0,2.0,Low/ High,Normal,CB,2017.0,2019.0,72.0,170.0,2700.0,56.625,60.375,70.3,60.793103448275865,10.6
187084,30,Senegal,74,Stoke City,40.0,1958,Right,2.0,3.0,3.0,High/ High,Normal,ST,2014.0,2020.0,73.0,174.0,10500.0,70.75,67.125,69.6,69.65517241379311,1.0
200653,29,Argentina,74,Independiente,18.0,1544,Right,1.0,3.0,2.0,Medium/ High,Normal,CB,2018.0,2022.0,74.0,181.0,6100.0,48.75,50.625,66.5,53.6551724137931,10.8
203725,24,Netherlands,77,1. FC Nürnberg,20.0,1740,Right,1.0,4.0,3.0,High/ Medium,Lean,RM,2018.0,2021.0,68.0,134.0,13100.0,70.0,68.25,47.0,60.758620689655174,8.8
214477,33,Colombia,74,Once Caldas,3.0,1761,Right,1.0,3.0,2.0,Medium/ High,Normal,LCB,2018.0,2023.0,71.0,163.0,3100.0,56.625,58.125,68.7,61.206896551724135,12.4
239053,19,Uruguay,84,Real Madrid,46.0,1789,Right,1.0,3.0,3.0,Medium/ Medium,Normal,CM,2016.0,2021.0,72.0,172.0,19100.0,68.0,71.0,65.1,62.55172413793103,9.0
210384,25,Netherlands,77,Feyenoord,11.0,1943,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,2017.0,2022.0,69.0,146.0,8900.0,66.375,67.375,70.6,67.44827586206897,11.0
153296,31,France,74,Dijon FCO,14.0,1899,Right,2.0,4.0,4.0,Medium/ Medium,Normal,CAM,2018.0,2019.0,73.0,181.0,9900.0,69.25,71.5,59.6,66.55172413793103,9.0
230354,26,Brazil,74,Internacional,21.0,1918,Right,1.0,3.0,3.0,Medium/ Medium,Normal,RB,2018.0,2021.0,70.0,161.0,9100.0,62.375,66.25,72.4,66.10344827586206,13.6
187858,26,DR Congo,74,Standard de Liège,15.0,1963,Right,1.0,4.0,4.0,Medium/ Low,Normal,LM,2017.0,2021.0,71.0,174.0,9000.0,72.25,71.625,59.0,68.62068965517241,9.8
228819,21,Argentina,85,Vélez Sarsfield,12.0,1836,Right,1.0,3.0,4.0,High/ Medium,Normal,LW,2015.0,2020.0,66.0,146.0,16200.0,70.625,71.375,53.2,64.0,10.8
151508,33,Northern Ireland,74,Southampton,39.0,1933,Right,2.0,3.0,3.0,Medium/ High,Normal,RCM,2012.0,2019.0,68.0,154.0,6300.0,66.75,71.125,67.3,67.82758620689656,9.8
223188,28,Turkey,74,Fenerbahçe SK,47.0,1975,Right,1.0,2.0,3.0,Medium/ Medium,Normal,RB,2015.0,2019.0,67.0,157.0,8400.0,68.125,69.875,70.7,68.55172413793103,10.8
192725,28,France,74,Fulham,43.0,1792,Left,2.0,3.0,2.0,Medium/ High,Lean,LB,2018.0,2022.0,73.0,172.0,8400.0,56.375,63.0,72.6,62.172413793103445,12.6
212183,29,Spain,74,Real Valladolid CF,17.0,1959,Left,1.0,3.0,3.0,High/ Medium,Normal,LB,2017.0,2022.0,69.0,168.0,9400.0,64.125,65.125,70.7,67.72413793103448,11.6
200408,25,England,80,Burnley,37.0,1518,Left,1.0,3.0,2.0,Medium/ Medium,Normal,CB,2018.0,2022.0,73.0,172.0,13700.0,45.375,49.5,67.1,52.06896551724138,12.6
204760,24,England,78,Burnley,33.0,1938,Left,1.0,2.0,3.0,High/ Medium,Normal,LB,2017.0,2021.0,73.0,154.0,11900.0,65.75,67.875,71.7,67.37931034482759,10.8
210136,24,Poland,79,Dynamo Kyiv,1.0,1847,Right,1.0,3.0,2.0,High/ Medium,Lean,RB,2017.0,2021.0,72.0,161.0,14100.0,61.75,64.5,70.6,63.86206896551724,10.8
215256,25,Argentina,77,Racing Club,16.0,1852,Right,1.0,2.0,3.0,High/ High,Normal,RB,2018.0,2022.0,69.0,165.0,9500.0,57.875,61.125,70.6,63.89655172413793,13.4
